loan_id,customer_id,loan_amount,interest_rate,term_months,start_date,status
12687,4687,1740000,4.91,12,2024-08-23,정상
12688,5758,4110000,4.95,24,2023-11-06,정상
12689,9016,4190000,5.26,36,2024-04-02,연체
12690,9649,46750000,5.37,24,2024-01-16,정상
12691,9725,1420000,5.22,24,2024-02-04,정상
12692,144,26590000,5.26,60,2024-08-20,정상
12693,9624,2290000,5.22,12,2023-05-26,정상
12694,4357,4350000,5.3,36,2023-05-04,정상
12695,7978,730000,5.72,12,2024-11-15,정상
12696,2250,730000,4.97,12,2023-06-29,연체
12697,1201,60160000,4.86,24,2023-01-02,완료
12698,8643,15940000,4.18,12,2023-05-27,정상
12699,3040,42410000,5.7,36,2024-10-27,정상
12700,1606,5070000,4.44,12,2023-04-21,정상
12701,7095,730000,5.66,12,2023-09-05,정상
12702,9505,17930000,4.29,24,2024-05-08,완료
12703,1475,730000,5.6,24,2023-11-22,정상
12704,8209,2080000,4.81,24,2023-05-23,정상
12705,7594,730000,5.32,12,2024-08-13,정상
12706,581,1650000,5.7,24,2024-03-25,연체
12707,7227,3930000,5.48,12,2023-03-05,정상
12708,3241,730000,5.74,12,2024-01-22,정상
12709,8534,730000,6.08,24,2023-10-02,정상
12710,733,4220000,4.56,36,2023-11-26,정상
12711,8957,2520000,4.53,6,2024-06-19,정상
12712,9468,730000,5.64,24,2023-04-20,연체
12713,6726,1600000,4.94,6,2024-10-19,연체
12714,3015,730000,5.5,6,2023-03-16,연체
12715,1015,6740000,5.17,24,2023-09-20,정상
12716,7197,2050000,5.31,24,2024-01-31,완료
12717,4442,74600000,4.99,24,2024-12-13,정상
12718,4567,2650000,5.11,24,2024-11-19,정상
12719,2180,1460000,5.32,6,2024-03-25,정상
12720,3466,31030000,4.93,36,2024-04-24,연체
12721,4291,3170000,4.7,24,2023-07-16,완료
12722,3116,26490000,4.69,36,2024-12-29,정상
12723,9482,2340000,5.22,12,2023-09-18,완료
12724,7351,1790000,5.19,12,2024-03-24,정상
12725,8723,2410000,5.22,24,2023-07-10,정상
12726,1031,730000,6.42,12,2024-04-24,연체
12727,1242,1690000,4.92,6,2023-10-25,정상
12728,6630,1620000,5.18,24,2024-07-12,완료
12729,2159,730000,6.21,6,2023-10-30,정상
12730,3746,730000,5.72,6,2023-03-26,연체
12731,4947,730000,5.6,24,2023-09-14,연체
12732,6801,3450000,4.72,12,2024-12-26,정상
12733,4851,5000000,5.19,36,2024-03-16,정상
12734,3850,36050000,4.92,36,2024-12-06,완료
12735,2496,22530000,3.91,36,2024-12-26,정상
12736,4137,1450000,4.76,6,2024-11-10,완료
12737,8926,10760000,4.86,36,2023-10-27,정상
12738,3428,15740000,5.14,24,2024-05-22,정상
12739,5860,29220000,4.97,60,2023-05-21,정상
12740,7312,1750000,5.47,6,2023-02-05,연체
12741,1020,730000,5.99,12,2023-06-03,정상
12742,2745,8550000,5.15,12,2023-05-18,정상
12743,6473,3590000,4.7,36,2024-03-28,정상
12744,790,730000,6.08,24,2023-08-18,완료
12745,9387,730000,5.53,12,2023-02-28,정상
12746,1101,12630000,4.93,24,2023-06-11,정상
12747,9443,730000,5.81,12,2024-11-08,정상
12748,6779,9260000,5.33,12,2024-07-09,정상
12749,1014,730000,6.41,6,2024-03-10,정상
12750,2538,3480000,5.36,24,2024-12-05,정상
12751,1416,910000,5.57,24,2024-02-29,연체
12752,6766,730000,5.79,6,2023-03-23,연체
12753,9021,1270000,5.38,12,2023-01-19,완료
12754,931,2670000,5.01,12,2023-05-23,정상
12755,5569,5560000,4.84,24,2024-01-14,정상
12756,1818,730000,5.68,24,2024-05-03,연체
12757,114,1400000,6.38,12,2024-10-31,정상
12758,2999,1550000,5.82,6,2023-03-19,정상
12759,9665,730000,5.83,24,2024-11-18,연체
12760,6936,730000,5.53,24,2023-03-12,정상
12761,4475,730000,5.64,24,2024-11-06,연체
12762,7964,25930000,4.86,60,2023-12-04,정상
12763,9169,730000,6.01,12,2023-07-17,정상
12764,4205,1650000,5.95,12,2023-06-07,완료
12765,8978,3690000,5.66,36,2023-03-19,정상
12766,7515,14700000,4.62,36,2023-04-28,정상
12767,9997,730000,5.92,6,2023-09-03,연체
12768,5766,730000,5.5,24,2024-06-25,연체
12769,9182,730000,6.09,24,2024-12-22,연체
12770,5629,730000,5.72,24,2023-07-28,연체
12771,1655,730000,5.95,24,2024-12-22,연체
12772,4351,730000,5.5,12,2024-04-14,완료
12773,4049,7150000,4.8,24,2023-06-04,연체
12774,5056,4190000,5.02,24,2023-03-12,정상
12775,8822,2450000,5.47,24,2024-03-10,정상
12776,1421,7860000,5.27,12,2023-05-08,완료
12777,3398,16270000,4.61,24,2023-04-05,정상
12778,6029,7220000,5.09,12,2023-04-11,정상
12779,7653,98750000,5.31,36,2024-06-29,정상
12780,8317,2090000,4.71,24,2024-09-24,연체
12781,6106,108250000,5.81,36,2023-02-24,완료
12782,4154,12290000,4.43,12,2023-04-03,정상
12783,6909,1920000,5.56,24,2024-05-09,정상
12784,9716,1440000,5.72,24,2023-06-05,정상
12785,7521,10760000,4.63,36,2023-12-25,정상
12786,660,12650000,4.69,36,2024-07-30,정상
12787,688,6640000,4.11,24,2024-02-16,정상
12788,2157,4210000,4.62,12,2023-05-20,정상
12789,6087,1850000,5.46,6,2024-01-11,완료
12790,8633,2960000,5.9,12,2024-03-10,정상
12791,4020,2510000,6.04,24,2024-05-04,정상
12792,5008,60290000,5.21,36,2024-06-19,정상
12793,9384,730000,5.15,6,2024-08-24,정상
12794,7516,1500000,5.48,6,2023-02-10,정상
12795,5416,13660000,4.33,12,2024-04-04,완료
12796,3295,4110000,5.12,12,2023-02-20,정상
12797,9043,16870000,5.61,24,2024-04-20,완료
12798,4563,88350000,4.45,24,2024-05-07,정상
12799,4778,730000,5.46,24,2024-09-12,정상
12800,1949,8900000,5.51,12,2023-11-12,정상
12801,3737,730000,5.34,6,2024-07-20,정상
12802,9568,730000,5.8,12,2024-08-24,정상
12803,6947,2860000,5.41,12,2023-02-21,정상
12804,5925,730000,5.49,24,2024-01-21,연체
12805,3155,4570000,5.16,36,2024-11-23,정상
12806,9946,800000,5.45,12,2024-10-07,연체
12807,9041,730000,5.63,12,2024-04-21,정상
12808,4137,800000,4.69,24,2024-09-22,연체
12809,7270,730000,5.35,6,2024-01-25,완료
12810,9811,4110000,4.69,12,2023-06-12,정상
12811,4705,730000,5.76,12,2023-12-22,연체
12812,8853,730000,6.06,12,2024-11-16,정상
12813,6109,730000,5.55,6,2023-01-31,정상
12814,6320,1150000,5.52,6,2024-11-25,연체
12815,6284,15050000,3.78,12,2024-02-24,정상
12816,4961,1170000,5.67,24,2023-07-22,정상
12817,2069,10780000,4.83,12,2023-07-18,완료
12818,9729,1690000,5.24,6,2023-05-05,연체
12819,9937,24150000,5.14,24,2024-11-09,정상
12820,5756,2240000,5.75,24,2023-01-03,정상
12821,4426,57290000,5.08,36,2023-08-27,정상
12822,2229,7590000,6.09,36,2024-01-01,완료
12823,8831,16390000,4.61,36,2024-07-27,정상
12824,1490,3760000,4.78,12,2023-01-05,정상
12825,8992,2750000,5.2,24,2024-05-25,정상
12826,4433,730000,6.87,24,2023-09-09,정상
12827,8828,25610000,4.93,24,2023-08-09,정상
12828,1375,6630000,4.95,24,2024-12-14,정상
12829,9996,43860000,5.35,24,2024-05-31,정상
12830,4271,2380000,5.47,24,2024-08-21,연체
12831,3789,35190000,4.2,24,2023-06-20,정상
12832,7684,880000,5.91,6,2024-02-13,완료
12833,7036,6750000,4.62,36,2024-01-03,연체
12834,4528,730000,6.08,12,2023-03-07,정상
12835,9466,730000,5.64,24,2023-09-11,정상
12836,8406,2130000,5.16,12,2023-07-11,정상
12837,2480,16180000,5.1,24,2024-04-22,완료
12838,4108,730000,5.34,12,2023-01-10,정상
12839,5406,1330000,5.88,6,2023-02-20,정상
12840,2286,1800000,5.13,12,2023-03-10,정상
12841,3685,800000,5.17,6,2024-10-29,정상
12842,9282,5820000,4.87,24,2023-03-22,정상
12843,6167,34300000,5.32,24,2024-04-29,정상
12844,7473,730000,7.0,12,2023-01-25,연체
12845,9102,1980000,4.14,12,2024-03-13,정상
12846,7405,2740000,4.85,12,2023-07-26,정상
12847,9095,1020000,5.03,12,2024-04-17,정상
12848,1462,14250000,4.94,24,2024-09-10,정상
12849,320,4100000,5.14,12,2024-08-05,정상
12850,9808,108250000,5.25,60,2024-06-09,정상
12851,6843,7470000,4.82,24,2024-06-30,정상
12852,1357,14440000,4.81,36,2024-04-06,정상
12853,8303,1480000,4.85,6,2024-06-02,정상
12854,3367,2980000,4.72,24,2024-11-29,완료
12855,5391,108250000,4.59,24,2023-06-14,정상
12856,5829,76630000,5.02,36,2024-02-11,완료
12857,9766,1130000,6.0,24,2024-11-19,정상
12858,5607,1350000,6.02,12,2023-10-10,정상
12859,348,730000,5.98,12,2024-02-23,연체
12860,4400,49810000,5.34,36,2023-12-18,완료
12861,520,3050000,5.36,24,2023-11-17,정상
12862,6992,730000,5.51,6,2024-12-21,정상
12863,9558,730000,5.53,24,2023-05-12,연체
12864,7047,1520000,4.49,12,2023-10-23,정상
12865,5032,3540000,5.06,24,2023-01-06,정상
12866,3480,12560000,4.68,36,2023-03-01,정상
12867,1976,1500000,5.57,12,2024-06-12,정상
12868,9470,3960000,5.1,12,2023-01-23,완료
12869,5447,730000,5.55,6,2024-10-05,정상
12870,1380,1080000,6.08,6,2023-11-05,완료
12871,2605,13310000,5.14,36,2023-08-08,정상
12872,7357,12040000,4.46,12,2023-03-21,정상
12873,9081,730000,5.72,12,2023-08-01,정상
12874,1061,51840000,4.8,36,2023-12-31,정상
12875,6082,730000,6.03,6,2024-04-12,완료
12876,2466,990000,5.11,6,2024-08-25,정상
12877,8351,730000,5.92,6,2023-08-27,정상
12878,2452,980000,5.53,12,2023-04-08,정상
12879,917,48440000,5.41,60,2023-07-18,정상
12880,6025,10370000,5.71,36,2024-03-01,정상
12881,8002,3140000,4.59,24,2024-08-06,정상
12882,1968,80940000,5.42,36,2023-11-08,완료
12883,9379,730000,5.64,24,2023-09-04,정상
12884,410,730000,5.03,12,2024-06-15,연체
12885,466,1300000,6.13,24,2023-11-23,정상
12886,258,730000,5.28,24,2023-07-26,정상
12887,4107,47360000,5.13,24,2024-08-06,완료
12888,6689,730000,5.48,6,2023-02-10,연체
12889,7375,730000,5.3,12,2023-10-09,연체
12890,1749,95920000,5.1,60,2023-05-18,정상
12891,8578,1160000,5.15,24,2023-11-27,정상
12892,5163,15270000,4.78,36,2024-05-27,정상
12893,640,31720000,5.08,24,2023-09-28,정상
12894,9525,2160000,4.85,12,2023-02-16,정상
12895,5410,730000,6.72,12,2023-08-15,연체
12896,8059,48450000,4.3,36,2023-09-08,정상
12897,5208,4260000,4.63,36,2024-01-03,정상
12898,3705,76620000,5.32,60,2023-11-08,정상
12899,4393,2660000,4.7,24,2023-01-18,연체
12900,7412,3130000,5.13,24,2023-10-25,정상
12901,2999,1950000,4.77,24,2024-07-13,완료
12902,9433,2110000,5.56,6,2023-09-30,완료
12903,4389,730000,4.55,24,2023-11-23,완료
12904,4303,9200000,4.55,36,2023-03-04,완료
12905,9772,1060000,5.35,24,2024-12-13,완료
12906,8041,34340000,4.93,36,2024-04-30,정상
12907,3175,5090000,5.67,12,2024-11-09,정상
12908,5563,840000,6.25,24,2024-08-16,정상
12909,8707,1940000,5.7,6,2024-04-16,정상
12910,7455,11790000,5.0,36,2023-08-08,정상
12911,2159,730000,5.98,24,2024-10-22,정상
12912,7921,34240000,4.73,24,2024-07-28,연체
12913,2846,6650000,4.8,36,2023-09-22,완료
12914,3025,14430000,4.55,12,2023-01-12,완료
12915,1510,7560000,4.95,12,2023-12-27,연체
12916,2023,16420000,4.65,36,2023-02-12,정상
12917,896,108250000,5.51,24,2023-07-30,정상
12918,9221,14440000,4.47,36,2023-05-12,정상
12919,982,730000,5.16,6,2023-01-23,연체
12920,4164,9950000,5.19,24,2024-02-10,정상
12921,5804,730000,4.83,24,2024-07-17,정상
12922,4716,13420000,3.58,12,2023-01-21,완료
12923,8748,860000,5.38,6,2024-10-17,정상
12924,1222,8030000,4.86,24,2024-03-29,완료
12925,6702,730000,6.13,6,2023-01-15,연체
12926,4472,2110000,5.53,12,2023-07-09,정상
12927,8903,4360000,4.7,36,2024-07-19,완료
12928,6186,1660000,5.53,24,2024-12-17,완료
12929,6147,8140000,5.17,24,2023-02-24,정상
12930,3083,12470000,4.8,24,2023-10-31,정상
12931,8308,820000,6.3,6,2023-12-19,정상
12932,8014,730000,5.29,6,2024-02-24,연체
12933,1458,31250000,4.95,60,2023-06-08,정상
12934,7975,1090000,5.19,12,2023-12-10,정상
12935,4436,33770000,5.18,36,2023-10-11,완료
12936,5148,2090000,5.67,24,2023-05-06,연체
12937,2948,2070000,5.12,6,2023-07-24,정상
12938,1917,890000,5.74,12,2023-02-08,완료
12939,1098,9840000,4.75,36,2024-05-24,정상
12940,8522,4450000,4.57,12,2024-01-10,완료
12941,5176,1210000,4.61,24,2023-03-02,정상
12942,6480,1390000,6.65,12,2024-11-02,정상
12943,1205,730000,6.77,12,2024-06-09,연체
12944,940,17600000,5.12,36,2023-11-28,완료
12945,840,910000,5.1,24,2024-03-24,정상
12946,6879,4530000,5.35,12,2023-09-07,연체
12947,9302,730000,5.53,6,2024-08-27,연체
12948,2064,10350000,3.91,24,2023-05-01,정상
12949,7267,2290000,4.6,12,2024-04-11,연체
12950,417,3000000,5.06,24,2024-07-15,정상
12951,3460,1570000,4.94,12,2024-01-16,완료
12952,470,730000,6.44,12,2024-07-01,정상
12953,9875,5380000,4.77,12,2024-07-10,정상
12954,3639,5960000,4.7,24,2023-06-02,정상
12955,5928,2810000,5.8,24,2024-02-08,완료
12956,4174,730000,6.51,24,2023-12-03,연체
12957,1793,9920000,4.35,12,2024-06-11,정상
12958,1617,3060000,5.08,36,2023-07-11,완료
12959,8520,1160000,4.91,12,2023-12-07,정상
12960,5531,1900000,4.57,12,2023-11-27,연체
12961,5372,730000,5.7,24,2024-09-28,정상
12962,5872,108250000,4.72,24,2024-12-26,정상
12963,4834,730000,5.99,12,2024-04-29,연체
12964,1544,11840000,4.55,12,2024-11-04,정상
12965,7509,730000,6.25,24,2024-04-18,연체
12966,3142,730000,5.73,12,2024-11-26,연체
12967,2165,4150000,4.76,12,2023-04-06,완료
12968,4927,108250000,5.21,24,2023-10-30,정상
12969,9639,2350000,4.74,12,2023-07-26,정상
12970,2737,4790000,4.52,24,2023-04-01,정상
12971,990,22420000,4.86,24,2024-11-14,정상
12972,5098,1210000,5.4,24,2024-02-26,완료
12973,5319,7010000,4.78,12,2024-10-02,완료
12974,5558,8750000,4.51,24,2023-05-01,완료
12975,361,42320000,4.58,24,2024-12-24,정상
12976,5380,730000,5.77,24,2023-03-15,연체
12977,7111,2280000,5.12,6,2023-11-11,정상
12978,2540,730000,5.57,24,2023-12-10,연체
12979,280,8060000,4.64,12,2024-05-17,정상
12980,1818,860000,5.68,24,2023-08-25,연체
12981,3472,3920000,4.91,12,2024-05-08,정상
12982,9638,2940000,5.1,12,2024-06-16,정상
12983,6971,860000,5.41,24,2024-08-07,정상
12984,501,730000,6.08,6,2024-12-02,연체
12985,8066,108250000,5.25,24,2023-07-16,정상
12986,1648,12320000,4.66,24,2024-02-20,정상
12987,4920,730000,5.86,12,2024-04-18,정상
12988,4492,3350000,5.19,36,2024-02-18,정상
12989,3716,5080000,5.1,36,2023-08-29,완료
12990,3550,47790000,4.97,36,2024-03-23,정상
12991,1500,730000,5.47,12,2023-03-22,정상
12992,8259,990000,5.08,6,2024-09-12,연체
12993,9090,730000,5.81,24,2023-09-20,연체
12994,9540,27240000,4.56,36,2023-11-03,정상
12995,8537,730000,6.02,6,2023-11-28,연체
12996,9261,920000,5.66,12,2023-11-30,정상
12997,6592,890000,6.0,12,2023-06-30,정상
12998,9449,1280000,5.92,6,2024-03-27,정상
12999,9511,730000,5.7,6,2024-12-20,연체
13000,8823,1480000,5.79,6,2023-03-19,정상
13001,5127,1250000,5.03,12,2024-03-15,정상
13002,4823,730000,5.69,24,2023-02-18,연체
13003,9557,1100000,5.92,12,2023-07-17,연체
13004,5341,730000,5.81,6,2024-08-08,연체
13005,8766,920000,4.09,24,2024-03-28,정상
13006,9737,15680000,4.76,12,2023-07-31,정상
13007,2841,730000,6.11,24,2024-07-23,정상
13008,2379,3440000,4.06,24,2023-07-03,정상
13009,2472,730000,6.15,24,2024-12-18,연체
13010,2891,12790000,5.53,36,2023-06-08,완료
13011,9265,2110000,5.47,6,2023-06-15,정상
13012,5098,1060000,5.81,24,2024-06-03,정상
13013,4444,12370000,4.81,36,2024-06-23,정상
13014,2641,730000,5.37,24,2024-06-16,정상
13015,1653,730000,5.1,24,2023-03-02,정상
13016,1709,730000,5.57,24,2024-06-09,정상
13017,664,2640000,5.34,12,2023-11-19,완료
13018,2942,730000,5.58,6,2024-08-25,완료
13019,2556,730000,5.64,24,2024-01-08,연체
13020,872,44270000,5.02,36,2023-06-12,연체
13021,4397,40030000,4.56,60,2024-12-20,정상
13022,3530,108250000,5.31,36,2023-10-12,정상
13023,2386,5460000,4.62,12,2024-02-17,정상
13024,2200,730000,4.95,6,2023-05-16,정상
13025,4683,7800000,5.62,36,2023-08-04,정상
13026,6928,4230000,4.45,24,2024-07-06,정상
13027,9704,6090000,5.45,36,2024-09-11,정상
13028,7504,2230000,4.79,24,2024-12-16,정상
13029,7706,2710000,4.63,24,2024-01-26,정상
13030,2159,730000,5.97,24,2024-12-30,연체
13031,2473,3940000,4.6,36,2024-07-03,정상
13032,3831,1220000,5.01,12,2023-12-19,정상
13033,9383,2630000,4.35,6,2024-08-14,정상
13034,4199,2000000,5.5,12,2023-05-06,정상
13035,4652,730000,5.75,6,2024-11-23,연체
13036,7144,60450000,4.82,24,2023-10-10,정상
13037,179,1010000,5.22,12,2024-09-05,정상
13038,7154,7860000,5.4,36,2024-02-16,정상
13039,6439,4850000,5.38,24,2023-09-08,연체
13040,691,18400000,4.45,24,2024-10-21,정상
13041,6324,4920000,4.81,12,2024-04-29,정상
13042,4409,24560000,4.22,24,2024-02-08,정상
13043,5324,1120000,5.71,6,2024-08-04,정상
13044,2566,15830000,4.71,24,2023-03-11,정상
13045,2271,6240000,4.79,12,2023-06-19,완료
13046,6296,4980000,4.55,12,2024-08-05,완료
13047,6208,4810000,4.8,36,2024-08-25,정상
13048,3277,14640000,5.17,24,2023-12-21,정상
13049,4171,4110000,5.47,24,2023-11-27,연체
13050,9536,1730000,4.65,12,2024-03-17,정상
13051,2880,730000,5.77,12,2024-09-05,연체
13052,2324,730000,5.14,24,2024-10-13,연체
13053,2004,1500000,4.98,24,2023-01-22,정상
13054,1198,1100000,5.63,24,2023-11-25,정상
13055,3943,1870000,5.52,24,2024-12-23,정상
13056,540,800000,5.38,24,2024-10-24,정상
13057,5747,9340000,5.56,36,2024-06-13,정상
13058,8381,86130000,6.67,36,2023-08-24,완료
13059,9552,6790000,4.7,24,2024-10-21,정상
13060,5679,1530000,6.41,12,2024-11-19,정상
13061,6832,11400000,5.35,36,2023-04-20,정상
13062,4704,730000,5.81,12,2024-02-06,정상
13063,4272,6780000,5.3,24,2023-11-12,정상
13064,3516,1170000,5.87,12,2023-10-29,정상
13065,4851,7950000,4.66,12,2024-05-24,정상
13066,4835,79080000,5.48,60,2024-05-13,정상
13067,3573,3200000,5.58,24,2023-05-12,정상
13068,2212,6500000,4.61,12,2023-07-25,정상
13069,9774,940000,5.28,24,2024-04-19,정상
13070,2127,4050000,5.01,24,2024-09-05,정상
13071,4077,730000,5.78,12,2024-12-21,연체
13072,8140,730000,5.56,6,2024-10-15,정상
13073,507,790000,6.3,6,2023-03-11,정상
13074,6483,95490000,6.18,36,2023-11-05,정상
13075,665,3610000,5.34,36,2023-09-13,정상
13076,4224,4210000,4.89,36,2024-06-28,정상
13077,4983,4900000,4.94,12,2023-05-08,완료
13078,5423,3040000,4.74,24,2024-03-17,완료
13079,1502,2920000,5.01,12,2023-12-04,정상
13080,8177,730000,5.72,6,2023-01-05,연체
13081,5392,830000,5.19,12,2024-04-08,완료
13082,8111,730000,6.26,24,2024-04-17,정상
13083,5286,730000,6.05,24,2023-02-01,연체
13084,5665,1120000,5.3,24,2023-09-25,정상
13085,7123,760000,4.94,24,2023-05-02,정상
13086,2905,730000,5.93,12,2024-12-11,연체
13087,3551,1440000,5.81,6,2024-12-26,연체
13088,8822,3950000,5.37,12,2024-02-06,정상
13089,3220,14140000,5.0,12,2023-03-17,정상
13090,1028,1390000,5.92,12,2024-10-26,연체
13091,866,1830000,5.14,24,2024-09-12,연체
13092,6315,43410000,6.09,36,2023-05-30,정상
13093,4646,730000,5.3,24,2023-10-23,완료
13094,7689,8580000,4.89,36,2023-02-04,정상
13095,1203,4650000,4.83,36,2024-04-29,정상
13096,6926,31780000,4.7,60,2024-10-12,정상
13097,3287,800000,4.57,12,2023-08-09,완료
13098,1926,1920000,5.17,24,2023-01-08,정상
13099,1385,1480000,4.93,6,2024-12-24,정상
13100,3363,1090000,5.79,12,2023-06-29,연체
13101,8145,1090000,5.39,24,2024-03-17,정상
13102,6412,5830000,5.02,24,2024-06-27,정상
13103,3598,730000,5.09,24,2024-08-06,정상
13104,7751,730000,6.4,24,2023-09-09,정상
13105,4702,890000,5.1,12,2023-01-05,정상
13106,4881,3240000,5.13,24,2023-06-15,정상
13107,2070,4180000,5.15,24,2023-05-07,정상
13108,8975,830000,5.47,12,2024-04-13,정상
13109,4259,4170000,5.12,12,2023-11-16,정상
13110,1919,1560000,5.72,24,2023-07-19,완료
13111,6087,4080000,5.69,24,2023-10-08,완료
13112,5521,3000000,5.23,12,2023-05-04,정상
13113,5828,16980000,5.64,24,2024-08-20,정상
13114,9374,730000,5.78,6,2024-01-28,연체
13115,2990,1140000,5.82,24,2024-11-30,연체
13116,3777,790000,4.96,12,2024-03-26,정상
13117,4030,730000,5.9,24,2024-12-28,정상
13118,7290,1470000,5.02,24,2024-08-30,완료
13119,9833,730000,5.21,6,2023-11-13,정상
13120,4394,730000,5.66,24,2023-09-04,정상
13121,5577,730000,4.88,6,2023-12-16,정상
13122,9375,1370000,4.67,12,2023-02-01,정상
13123,4524,52560000,5.18,36,2023-02-01,정상
13124,4222,730000,5.83,12,2023-02-01,완료
13125,1455,14050000,4.83,36,2024-06-12,정상
13126,9390,24390000,5.27,36,2023-02-13,완료
13127,4174,730000,5.51,6,2023-01-03,정상
13128,6091,1050000,5.35,24,2024-06-01,연체
13129,4677,1310000,5.19,6,2023-02-16,정상
13130,3099,1740000,4.66,6,2023-02-06,정상
13131,8932,11180000,4.91,24,2024-05-10,완료
13132,9868,2790000,4.68,12,2023-08-21,정상
13133,6941,730000,5.84,6,2024-07-16,연체
13134,5543,2540000,4.8,24,2024-01-01,정상
13135,3032,730000,5.58,24,2024-10-16,연체
13136,589,7460000,5.01,36,2023-07-10,정상
13137,9852,3620000,4.33,24,2023-12-06,정상
13138,8510,770000,5.93,12,2024-06-10,정상
13139,6410,2020000,4.67,12,2024-08-30,연체
13140,5169,4910000,5.11,36,2024-11-18,정상
13141,5506,1870000,5.78,12,2023-04-18,정상
13142,9458,1540000,5.73,24,2023-04-25,정상
13143,1464,1570000,5.11,12,2024-03-29,정상
13144,7082,13420000,4.5,24,2023-09-19,완료
13145,6966,730000,5.79,24,2024-07-30,정상
13146,6705,730000,5.24,24,2023-05-05,정상
13147,7143,1550000,5.58,6,2023-04-19,연체
13148,7699,2150000,5.14,24,2023-01-23,정상
13149,1558,3440000,4.73,36,2024-02-06,완료
13150,4338,1550000,6.29,6,2024-06-01,정상
13151,1747,730000,4.69,12,2023-05-26,정상
13152,100,2560000,4.73,24,2024-07-15,연체
13153,2441,730000,4.53,24,2024-05-30,정상
13154,193,730000,5.42,24,2024-09-29,정상
13155,4528,730000,6.62,6,2024-08-29,연체
13156,3224,3700000,4.67,12,2024-10-01,정상
13157,204,2590000,4.81,24,2024-11-16,연체
13158,6641,730000,6.09,24,2023-05-14,정상
13159,6674,88130000,5.32,60,2024-10-19,정상
13160,1338,730000,6.44,24,2023-11-13,정상
13161,4519,1000000,5.66,24,2024-04-23,연체
13162,4212,3990000,5.28,12,2024-05-23,정상
13163,3526,104630000,5.79,60,2024-12-15,정상
13164,2718,990000,5.13,12,2023-05-27,정상
13165,8096,27060000,4.99,24,2023-02-02,완료
13166,4324,730000,5.55,24,2024-03-26,정상
13167,6718,1740000,4.67,6,2024-07-25,정상
13168,8460,1060000,5.36,24,2024-10-03,정상
13169,418,7150000,5.52,12,2023-12-06,정상
13170,617,7940000,5.44,24,2024-07-23,정상
13171,4077,870000,6.76,6,2023-10-18,정상
13172,1492,2120000,6.02,6,2023-05-26,정상
13173,9467,770000,5.15,24,2023-09-01,정상
13174,1854,2110000,4.87,12,2024-05-20,완료
13175,6479,730000,4.88,24,2023-05-31,정상
13176,1198,730000,5.62,6,2023-06-16,연체
13177,5799,3030000,5.47,24,2024-12-31,정상
13178,9287,730000,5.58,24,2023-06-10,연체
13179,6109,730000,5.59,24,2023-11-06,정상
13180,3980,3430000,4.41,24,2024-07-14,정상
13181,4397,72650000,5.47,36,2023-04-04,정상
13182,5089,4050000,5.63,12,2023-06-05,정상
13183,5344,4940000,4.61,24,2024-04-02,정상
13184,4958,3010000,5.09,36,2024-10-10,정상
13185,1031,730000,6.14,12,2024-05-02,연체
13186,2405,5260000,4.15,36,2024-10-30,정상
13187,3779,3420000,4.86,12,2023-04-13,연체
13188,227,730000,4.67,24,2023-06-17,연체
13189,9129,99730000,5.87,24,2023-12-10,정상
13190,8104,3830000,5.38,36,2023-11-16,완료
13191,2959,2580000,4.99,12,2024-03-03,정상
13192,1335,10690000,4.18,36,2023-12-26,완료
13193,914,17930000,5.3,24,2023-05-09,정상
13194,9188,1650000,5.24,24,2023-06-27,정상
13195,1977,4020000,5.04,36,2023-12-28,정상
13196,9791,4170000,4.58,12,2023-02-24,정상
13197,4813,68420000,5.69,60,2024-09-16,정상
13198,5389,71070000,4.72,24,2024-02-03,정상
13199,2793,9740000,5.08,12,2024-09-07,완료
13200,1493,81830000,5.22,60,2023-04-12,정상
13201,3573,3780000,5.37,12,2023-10-26,연체
13202,7831,33830000,5.39,60,2023-10-15,정상
13203,7825,1190000,5.61,12,2024-09-03,연체
13204,6509,1320000,5.4,6,2024-11-06,완료
13205,3782,1850000,5.6,24,2023-01-27,연체
13206,1427,11140000,4.11,36,2024-01-01,완료
13207,3513,730000,5.81,12,2024-04-27,정상
13208,5953,820000,4.76,24,2023-05-01,연체
13209,397,730000,6.3,6,2023-02-03,정상
13210,291,6110000,4.51,12,2024-07-11,정상
13211,1238,1040000,4.79,6,2024-03-06,완료
13212,1741,5580000,5.04,36,2024-05-18,연체
13213,1725,730000,5.97,12,2024-11-14,정상
13214,3495,5700000,4.9,12,2024-06-13,연체
13215,3857,890000,6.0,24,2023-01-28,정상
13216,4808,2230000,4.45,24,2024-02-12,정상
13217,6160,2660000,5.84,12,2023-12-11,정상
13218,7711,3090000,5.6,36,2023-04-03,정상
13219,2853,57800000,5.05,36,2024-10-29,정상
13220,7781,730000,5.93,24,2024-07-29,정상
13221,4209,2390000,4.98,12,2024-12-04,정상
13222,5009,1680000,5.88,24,2023-01-23,정상
13223,4341,1820000,4.61,6,2024-10-17,정상
13224,9134,940000,4.67,12,2024-12-30,정상
13225,5708,730000,5.71,24,2024-01-20,연체
13226,2386,5240000,5.25,24,2023-08-29,정상
13227,8431,1690000,4.84,12,2024-10-01,정상
13228,7292,1590000,4.77,24,2024-08-08,정상
13229,9840,2940000,5.76,12,2024-02-09,정상
13230,5775,12430000,4.85,36,2024-10-24,정상
13231,9441,48020000,5.21,36,2023-02-05,정상
